condition,seed,basin,NSE
B_topology_features,42,02128000,0.3966759679949506
B_topology_features,42,02137727,0.5532840256355358
B_topology_features,42,02140991,0.5094693794920828
B_topology_features,42,02143000,0.5624655666957001
B_topology_features,42,02143040,0.5849171671659397
B_topology_features,42,02149000,0.3930519725746015
B_topology_features,42,02152100,0.4646115147542461
B_topology_features,42,02177000,0.5155838033288941
B_topology_features,42,02178400,0.6354350614286446
B_topology_features,42,03010655,0.6835327599071398
B_topology_features,42,03011800,0.6404021812859485
B_topology_features,42,03015500,0.6877708932564912
B_topology_features,42,03021350,0.5414821020053427
B_topology_features,42,03026500,0.6874666835407438
B_topology_features,42,03028000,0.7145690051076705
B_topology_features,42,03049000,0.7322783845862648
B_topology_features,42,03049800,0.5438371925715707
B_topology_features,42,03050000,0.7447450947680325
B_topology_features,42,03066000,0.7120618159630483
B_topology_features,42,03069500,0.769393989207005
B_topology_features,42,03070500,0.7675660046726629
B_topology_features,42,03076600,0.7023782237015641
B_topology_features,42,03078000,0.7301418644332969
B_topology_features,42,03140000,0.6882366764462415
B_topology_features,42,03144000,0.6922694372482772
B_topology_features,42,03159540,0.7283827965056477
B_topology_features,42,03161000,0.6226074232809052
B_topology_features,42,03164000,0.5404095260047861
B_topology_features,42,03165000,0.6974241301457083
B_topology_features,42,03170000,0.7372517906432
B_topology_features,42,03173000,0.5179064661032311
B_topology_features,42,03180500,0.7485485807014245
B_topology_features,42,03182500,0.7206435203643443
B_topology_features,42,03186500,0.7036907929824683
B_topology_features,42,03187500,0.7427984055261054
B_topology_features,42,03213700,0.6140845277178667
B_topology_features,42,03237280,0.5366966254802983
B_topology_features,42,03237500,0.5879229275275324
B_topology_features,42,03238500,0.617810204949355
B_topology_features,42,03241500,0.7834257485548359
B_topology_features,42,03439000,0.6619951409500395
B_topology_features,42,03450000,0.5524484523748658
B_topology_features,42,03455500,0.5353547300867134
B_topology_features,42,03456500,0.5610514028703693
B_topology_features,42,03460000,0.675586209479101
B_topology_features,42,03463300,0.6386900445114807
B_topology_features,42,03471500,0.5630787086182147
B_topology_features,42,03473000,0.6327105947985031
B_topology_features,42,03479000,0.5172588437257037
B_topology_features,42,03488000,0.5549282179529789
B_topology_features,42,03498500,0.6892464487778307
B_topology_features,42,03500000,0.5874377506183228
B_topology_features,42,03500240,0.5254360638946991
B_topology_features,42,03504000,0.7030634474907191
B_topology_features,42,04105700,-0.1145235287968622
B_topology_features,42,04115265,0.561371983991356
B_topology_features,42,04122200,0.6583917623705753
B_topology_features,42,04185000,0.6072830649594975
B_topology_features,42,04196800,0.6405909780733756
B_topology_features,42,04197100,0.6999983487622629
B_topology_features,42,04197170,0.6158680273044532
B_topology_features,42,04213000,0.5892018656589515
B_topology_features,42,04213075,0.2592768290169668
B_topology_features,42,04216418,0.5064668392993308
B_topology_features,42,04221000,0.6911061601944044
B_topology_features,42,04224775,0.591011266532186
B_topology_features,42,04233000,0.6104443330025908
B_topology_features,42,04256000,0.762769928587703
B_topology_features,42,04296000,0.6947950888850905
C_graph_messages,42,01030500,0.6674237549219723
C_graph_messages,42,01031500,0.7339472032988166
C_graph_messages,42,01047000,0.7597972299005032
C_graph_messages,42,01052500,0.6915517484490223
C_graph_messages,42,01054200,0.5362654384691841
C_graph_messages,42,01055000,0.5846499749202426
