seed,basin,A_baseline,B_topology_features,C_graph_messages,B_minus_A,C_minus_A,C_minus_B
42,01440000,0.8151455074548721,0.675308495507694,0.7582108125393456,-0.13983701194717812,-0.056934694915526496,0.08290231703165163
42,01440400,0.5544716119766235,0.5279903661083676,0.6587980690080554,-0.026481245868255954,0.10432645703143184,0.1308077028996878
42,01451800,0.7995524704456329,0.6998961710828355,0.7658474232108083,-0.09965629936279741,-0.03370504723482459,0.06595125212797281
42,01466500,0.2567397356033325,-0.3003298833044225,-0.5675229664145833,-0.5570696189077551,-0.8242627020179158,-0.2671930831101608
42,01484100,0.4834303259849548,0.2989341188228136,0.1856484051116028,-0.18449620716214116,-0.297781920873352,-0.11328571371121082
42,01485500,0.6390528082847595,0.6671692878127387,0.6649546397111482,0.028116479527979132,0.02590183142638869,-0.002214648101590444
42,01487000,0.5504923164844513,0.546833627691196,0.5238551190292393,-0.0036586887932552603,-0.02663719745521198,-0.02297850866195672
42,01491000,0.633826345205307,0.7358498826845167,0.7354870458156315,0.10202353747920967,0.1016607006103245,-0.00036283686888516353
42,01510000,0.6766786277294159,0.6456093576038252,0.6177857269871392,-0.031069270125590687,-0.05889290074227671,-0.027823630616686024
42,01516500,0.6122414767742157,0.526768263976972,0.535109290087929,-0.08547321279724374,-0.07713218668628674,0.008341026110956995
42,01518862,0.6676128804683685,0.5305543803380581,0.4818926705951759,-0.1370585001303104,-0.18572020987319265,-0.04866170974288225
42,01532000,0.7662611156702042,0.6904326831493932,0.6697587098952894,-0.07582843252081095,-0.09650240577491476,-0.020673973254103806
42,01539000,0.8244747221469879,0.5415759427904161,0.5733807655915606,-0.2828987793565718,-0.2510939565554273,0.031804822801144494
42,01542810,0.6577077209949493,0.5874938957159721,0.566182227471105,-0.07021382527897724,-0.09152549352384431,-0.021311668244867077
42,01543000,0.7986936569213867,0.6995198190927832,0.7122262804574657,-0.09917383782860356,-0.086467376463921,0.012706461364682564
42,01543500,0.816671222448349,0.7192181139227931,0.7122075455908636,-0.09745310852555589,-0.10446367685748537,-0.007010568331929479
42,01544500,0.7586957216262817,0.629337686756434,0.578901702704187,-0.12935803486984776,-0.1797940189220948,-0.05043598405224703
42,01545600,0.711432546377182,0.5423123339210282,0.4460903002716077,-0.16912021245615383,-0.26534224610557433,-0.0962220336494205
42,01547700,0.6812885701656342,0.5768218698238194,0.6120212192973573,-0.10446670034181471,-0.06926735086827684,0.035199349473537866
42,01548500,0.798783078789711,0.7365120182598838,0.6227456687872347,-0.06227106052982723,-0.1760374100024763,-0.11376634947264908
42,01549500,0.6800574660301208,0.5744672839765319,0.5867886045596655,-0.10559018205358894,-0.09326886147045532,0.012321320583133621
42,01550000,0.7956189662218094,0.7011392920116293,0.6491719561782741,-0.09447967421018011,-0.14644701004353533,-0.05196733583335522
42,01552000,0.8505794703960419,0.7277882596084302,0.6976010649623787,-0.12279121078761168,-0.15297840543366314,-0.030187194646051463
42,01552500,0.7151138484477997,0.6237664811676952,0.6353896582611815,-0.09134736728010451,-0.07972419018661814,0.01162317709348637
42,01557500,0.7588749080896378,0.6780249498585802,0.6125903133015587,-0.08084995823105756,-0.1462845947880791,-0.06543463655702153
42,01567500,0.6702507734298706,0.7016646926714656,0.6642226104109779,0.03141391924159498,-0.0060281630188927515,-0.03744208226048773
42,01568000,0.8263836801052094,0.7588652153937054,0.7470644660567719,-0.06751846471150391,-0.07931921404843745,-0.011800749336933536
42,01580000,0.825469508767128,0.5804913482036397,0.5103347542387258,-0.2449781605634883,-0.31513475452840223,-0.07015659396491392
42,01583500,0.6339698731899261,0.3998584680717786,0.3294472120441619,-0.23411140511814754,-0.30452266114576426,-0.07041125602761672
42,01586610,0.4668953418731689,0.4183655596517471,0.4169703118784,-0.04852978222142179,-0.04992502999476889,-0.001395247773347097
42,01591400,0.4897711277008056,0.5278745439836168,0.4602014953558611,0.038103416282811164,-0.02956963234494453,-0.0676730486277557
42,01594950,0.7266615629196167,0.6980430736113036,0.7184616378170774,-0.028618489308313122,-0.008199925102539307,0.020418564205773815
42,01596500,0.7551342993974686,0.74226213177947,0.6459225640586066,-0.012872167617998587,-0.10921173533886197,-0.09633956772086338
42,01605500,0.6395816504955292,0.5666545310096138,0.5456693724264792,-0.07292711948591535,-0.09391227806905,-0.020985158583134655
