contrast,metric,seed,basin,delta
L_minus_G,NSE,13,02027500,-0.17088363519252214
L_minus_G,NSE,13,03010655,0.07565965727088442
L_minus_G,NSE,13,04216418,0.11484977725929901
L_minus_G,NSE,13,02152100,-0.018851838902353646
L_minus_G,NSE,13,01510000,0.010546693600791412
L_minus_G,NSE,13,03026500,0.07581112430804327
L_minus_G,NSE,13,02128000,-0.027136890925234858
L_minus_G,NSE,13,04256000,-0.03337294444555461
L_minus_G,NSE,13,01620500,-0.39369928857184344
L_minus_G,NSE,13,03455500,-0.048829208710623906
L_minus_G,NSE,13,01451800,0.01628536872288533
L_minus_G,NSE,13,04185000,0.27494476821820335
L_minus_G,NSE,13,02111180,0.00810954149283949
L_minus_G,NSE,13,01594950,0.00794052060298589
L_minus_G,NSE,13,01580000,0.20259219365660797
L_minus_G,NSE,13,03050000,0.04690511472693493
L_minus_G,NSE,13,01632000,0.04368516894774255
L_minus_G,NSE,13,04221000,0.13953199501509095
L_minus_G,NSE,13,03021350,0.09790076184221919
L_minus_G,NSE,13,01583500,0.15048862627089965
L_minus_G,NSE,13,02059500,0.06518630825865579
L_minus_G,NSE,13,01666500,-0.06099690222504228
L_minus_G,NSE,13,03187500,0.07892707175022784
L_minus_G,NSE,13,01181000,-0.022782779828866784
L_minus_G,NSE,13,01440400,0.01766490747461491
L_minus_G,NSE,13,01435000,0.11722876515000169
L_minus_G,NSE,13,01144000,0.12218817197687781
L_minus_G,NSE,13,02011460,0.06703279693963948
L_minus_G,NSE,13,02143000,-0.07640548335626329
L_minus_G,NSE,13,03140000,0.08922849004758338
L_minus_G,NSE,13,01440000,0.033758021891240664
L_minus_G,NSE,13,01550000,-0.12491628018683976
L_minus_G,NSE,13,02077200,-0.06976301034593912
L_minus_G,NSE,13,03237500,0.0544275601493891
L_minus_G,NSE,13,02018000,0.009412068570004095
L_minus_G,NSE,13,02013000,0.013605379109037696
L_minus_G,NSE,13,03161000,0.14564334548574576
L_minus_G,NSE,13,04197170,0.12460055139112547
L_minus_G,NSE,13,03471500,0.0912363938863694
L_minus_G,NSE,13,01137500,-0.011406322540027158
L_minus_G,NSE,13,01052500,0.06482982326080577
L_minus_G,NSE,13,02051000,0.021206946376786773
L_minus_G,NSE,13,01057000,-0.02506663293413991
