basin,L__NSE,L__KGE,L__logNSE,G__NSE,G__KGE,G__logNSE,G+T__NSE,G+T__KGE,G+T__logNSE,G+M__NSE,G+M__KGE,G+M__logNSE,G+T+M__NSE,G+T+M__KGE,G+T+M__logNSE
03213700,0.6779655977365499,0.7233658255582784,0.595338146056756,0.6056022087366427,0.691124520206157,,0.5928303513425531,0.630618136214585,,0.5602038452439912,0.7015816713624599,,0.586888650313071,0.7059992911450962,
01547700,0.7274065574860956,0.7351002344112665,0.6952187952322522,0.6134624932007505,0.5405781793483916,,0.5900479728815881,0.5014959565776537,,0.6242217192554965,0.6404633392735576,,0.5853453719719344,0.5733507294997152,
01485500,0.664055244740953,0.7554301334260113,0.5815914097305069,0.6576640424615618,0.700341896492889,,0.6547305520780506,0.6409730974832977,,0.6587753564504472,0.6778575608654216,,0.6587579816893728,0.7272271304629802,
01632900,0.43042214336095985,0.5535360704478981,0.37006094058327715,0.40620467516315256,0.5005408815277039,,0.41719294027697723,0.5151184964744017,,0.26661746197137115,0.6015825272982619,,0.1919681319220374,0.5812373529482682,
02027000,0.5266125772029769,0.5493195101292433,0.6679101238636701,0.4666621682245178,0.3745103653388073,,0.4748966302189909,0.3925056468077001,,0.46095596262650523,0.2649478634778203,,0.45125422867642134,0.3101227222694674,
01078000,0.7726304904094965,0.7777924226427001,0.8439992608561289,0.7317096194309473,0.4692037784370111,0.6231222053482647,0.7167622641736866,0.45290939098610244,0.6389447424202194,0.7393386260798159,0.45548533308583883,0.6094777627887001,0.7308095327463268,0.42508087631490143,0.6330198739990244
03049800,0.5065543713013795,0.46367318570570654,0.6821537799211409,0.5278445357071657,-0.08594237165765321,,0.5317206726788243,0.01045104811390681,,0.476018552679323,-0.303766772964772,,0.4811493126826741,-0.3051135215972364,
01606500,0.6655607547328919,0.6794723685449648,0.6871316101551675,0.594498415758723,0.6349076983694747,,0.5912818776976533,0.6545589969116347,,0.6062730773108188,0.6891916893080138,,0.5837357694095947,0.708076210703536,
02065500,0.11213340706450825,0.3716932913764783,0.1432377435362241,0.1162003733542278,0.4251543243806544,,0.16575514774831193,0.4672075324777303,,0.2261895269731646,0.549177355850711,,0.2122185548515381,0.5385557946748641,
03164000,0.6698726354502673,0.7732249915069396,0.5954993252317192,0.5282620169498883,0.42214304176559536,,0.48248643554485593,0.3193359113282652,,0.5670369783414962,0.41651502178239497,,0.605395968543208,0.5608955827437826,
02137727,0.5741291568369147,0.6723313554465092,0.5642414089201863,0.5485064217075811,-0.4657949108774589,,0.537052825995127,-0.5312603081145942,,0.5470975785837788,-0.6249320358505097,,0.5556659105478562,-0.34576754407151505,
03498500,0.7662983427857909,0.8270248248297795,0.7061076645102894,0.6775661072965266,0.6972085878791902,,0.6752808446328559,0.6395349011013929,,0.6568921146605667,0.5808523566009529,,0.6455014330521035,0.6294652371125646,
02069700,0.4211465919232848,0.633846018454265,0.3555289152259073,0.3141265113867547,0.442793234279059,,0.3227794044345093,0.42642387401039494,,0.39990181627625204,0.5509610666726906,,0.35364421159314335,0.5153257084054486,
03463300,0.5519009484204594,0.7287648335703977,0.7116153963785181,0.6530787456294466,0.5961084486469351,0.6157222513751599,0.6512022923851589,0.554171684155757,0.5598114801315734,0.6776425769943576,0.5803423967596429,0.46927609457037905,0.6754358416812831,0.5607745869512871,0.4636031712238564
03173000,0.6060686229536936,0.7290933285629779,0.5572368841182412,0.561267361608443,0.7009806230129918,,0.5279697926912829,0.7149889688676246,,0.5200614342405679,0.7429408843092458,,0.47315061044983403,0.722208840833121,
01532000,0.7386722786126305,0.8153432876793322,0.7690849477282947,0.699231379494484,0.5895915267304092,,0.7129158671216844,0.49813554066227467,,0.7216516238534645,0.5033391270060399,,0.6976887555776292,0.545860753419373,
03186500,0.7691578795931516,0.8680716006098508,0.7995529277259741,0.6991232392456511,0.6062884895811177,0.6526549087411248,0.7086172302117554,0.6781617899989043,0.6386957046770679,0.7273695218867632,0.6472512183770229,0.6466703750477867,0.7200345889349345,0.7263068047481233,0.6513242268650726
03488000,0.2741340078939586,0.4779459933839257,0.5770956922944211,0.5886312052601013,0.7240893385162636,,0.5645470325968193,0.68193786994159,,0.4553450125948644,0.6417827907611496,,0.4636246228210645,0.6436916096662633,
01557500,0.7528616674588289,0.7919555652058148,0.7764223651311596,0.6922945777272941,-0.03645068697937859,,0.6850622107151615,-0.19014536137818414,,0.6844384434627001,0.14170811858328436,,0.619714185920458,-0.007624133637862037,
01658500,0.5512210310385464,0.5808091657052171,0.46122057906562963,0.35258677609662287,0.35794082048417836,,0.37045305272958134,0.3569345224361015,,0.34004079198255144,0.36648828428145924,,0.3407872408566817,0.3439577652979449,
01596500,0.7810743800160886,0.8065598537359199,0.7829016966162742,0.729032249537631,-0.11757075129165258,,0.733123318926466,0.24741527941854471,,0.673430751230154,-0.30541990512233974,,0.6795095090751069,-0.3339097507111179,
