basin,L__NSE,L__KGE,L__logNSE,G__NSE,G__KGE,G__logNSE,G+T__NSE,G+T__KGE,G+T__logNSE,G+M__NSE,G+M__KGE,G+M__logNSE,G+T+M__NSE,G+T+M__KGE,G+T+M__logNSE
02053800,0.4333053762732491,0.5490272324671249,0.3738967052203422,0.6453440954384444,0.719798872970273,,0.6262818459060843,0.714321691999218,,0.5532244893063941,0.7219243508629534,,0.5433859514359214,0.7127359466845308,
04196800,0.7223869526350285,0.8040704080338207,0.5879958200536733,0.6464788872913291,0.05395926258957066,,0.648472664656456,0.09769652575476599,,0.648399258628129,0.2720188155508234,,0.6462883380916606,0.025429496507239358,
02017500,0.68422051704545,0.7452276695395716,0.5825341626020445,0.6693880506234352,0.6440862083051981,,0.6678905365838821,0.6523196785221285,,0.6943894721938785,0.7197687728774987,,0.6640870960497675,0.7096511079435165,
03165000,0.45410673421997094,0.6968047950706912,0.593702572298381,0.6789472637443845,-0.004240845089612015,,0.6617014886253959,0.16300644979143594,,0.6033429132773838,0.07542525111468772,,0.585639560844744,0.2721225789528826,
01543000,0.8169678776732555,0.8123676288918243,0.817977349632554,0.7252486748053683,-0.2114730460217038,0.679369338806529,0.7308762881294705,0.08692075541357917,0.6773106421988823,0.7444791994590639,-0.3599162458920695,0.6599081682370048,0.743445527769569,-0.4500701540046923,0.660797832544188
01491000,0.7113784438217103,0.7730256782671684,0.609448067014687,0.7215973680335391,0.6806751387748017,,0.7191454470266042,0.639977070687022,,0.7353776312384,0.7171389864736376,,0.731748738337223,0.7386629919411408,
02051500,0.667004691436844,0.6991229860189819,0.39910684818315056,0.5654736844576034,0.6652551431150137,,0.5686067839643553,0.6550011022717254,,0.5233381638545841,0.7110730886474775,,0.5322249203902536,0.6854760154023153,
02070000,0.5101744310475954,0.5953450324717884,0.43787723810840085,0.39392752874705567,0.5393886770229156,,0.37951844315691385,0.5221971892864928,,0.4030729823969858,0.5987792352830121,,0.3727727333808139,0.5864584502656157,
01415000,0.5616517214399384,0.774764093037942,0.7746660550329123,0.6601176897431431,0.6873319440980442,0.5592838951851998,0.6401862757716584,0.6772586931581214,0.5650385242184727,0.6855181048390313,0.7239230248958949,0.5472555116836286,0.6670777688016085,0.7422330289630068,0.547149035750221
03011800,0.7229011211238107,0.6463944414401314,0.8037951250441197,0.6574904335883669,-0.04572946526700461,0.627869077800011,0.6469758301407267,-0.023493487113302052,0.6287084425281609,0.6533153435171603,0.0685937864462726,0.6338728218895766,0.6338776760935899,0.04948999007622875,0.61822358560583
02014000,0.5768752850978243,0.5740317636473248,0.6065486910444958,0.6114922044775194,0.5600748496430824,,0.6079537102922289,0.5498605137480592,,0.5971649916216452,0.6082240631954844,,0.5985358694107549,0.6297962489986261,
02028500,0.5438061316150741,0.6002923156372467,0.5733430419751615,0.5434674147544635,0.5208092766178826,,0.5232920621387923,0.5285779733596138,,0.5369912675357643,0.4904213866629005,,0.495101680196047,0.5040619413563843,
02056900,0.5416955128192583,0.5070571432942416,0.43767058011164767,0.5992890612266007,0.5756921093513213,,0.5903974205768842,0.5731972106913008,,0.6381687878085246,0.6847641053687991,,0.6082749354438596,0.6575551591849748,
01516500,0.5683501146330238,0.6860973937260199,0.6216995383569689,0.5448258719264912,0.5645003668334513,,0.5752118042751116,0.5777785819705067,,0.5678888841723874,0.5670221972377759,,0.5309436366029667,0.5046714951083785,
