condition,seed,basin,metric,value
G,13,01440400,logNSE,0.6589964358124702
G,13,01451800,NSE,0.7499142737228193
G,13,01451800,KGE,0.4639956743706758
G,13,01451800,logNSE,0.6760929205246637
G,13,01466500,NSE,-0.14843426203064314
G,13,01466500,KGE,0.4988422597738945
G,13,01466500,logNSE,
G,13,01484100,NSE,0.3329970016790922
G,13,01484100,KGE,0.6087175288969788
G,13,01484100,logNSE,
G,13,01485500,NSE,0.7012970019660532
G,13,01485500,KGE,0.7639307554723137
G,13,01485500,logNSE,
G,13,01487000,NSE,0.5766048005388145
G,13,01487000,KGE,0.7085260412124537
G,13,01487000,logNSE,
G,13,01491000,NSE,0.7312738924128022
G,13,01491000,KGE,0.7167605901865204
G,13,01491000,logNSE,
G,13,01510000,NSE,0.6986501080920176
G,13,01510000,KGE,0.6704243516630486
G,13,01510000,logNSE,0.639070535056941
G,13,01516500,NSE,0.5685594290044292
G,13,01516500,KGE,0.6148135868230886
G,13,01516500,logNSE,
G,13,01518862,NSE,0.6141429060121809
G,13,01518862,KGE,0.6782018660920683
G,13,01518862,logNSE,
G,13,01532000,NSE,0.7180682220982468
G,13,01532000,KGE,0.704510593908543
G,13,01532000,logNSE,
G,13,01539000,NSE,0.5752812984927297
G,13,01539000,KGE,0.34051978890141665
G,13,01539000,logNSE,0.6873349818636778
G,13,01542810,NSE,0.6279351043490475
G,13,01542810,KGE,-20.89776905858383
G,13,01542810,logNSE,
G,13,01543000,NSE,0.7260198235234553
G,13,01543000,KGE,-0.5791956797893725
G,13,01543000,logNSE,0.6988237246449152
G,13,01543500,NSE,0.7363584143681515
G,13,01543500,KGE,0.5330135835631316
G,13,01543500,logNSE,0.6456633987975118
G,13,01544500,NSE,0.6965945908046458
G,13,01544500,KGE,0.6293480981277357
G,13,01544500,logNSE,
G,13,01545600,NSE,0.6102908564442309
G,13,01545600,KGE,0.7133039248037536
G,13,01545600,logNSE,
G,13,01547700,NSE,0.6126768952407715
G,13,01547700,KGE,0.492920793461589
G,13,01547700,logNSE,
G,13,01548500,NSE,0.7304550898690556
G,13,01548500,KGE,0.42953211690335424
G,13,01548500,logNSE,
G,13,01549500,NSE,0.7030728814880658
G,13,01549500,KGE,0.0036251075646406283
G,13,01549500,logNSE,
G,13,01550000,NSE,0.728997135469504
G,13,01550000,KGE,-3.045943245406068
G,13,01550000,logNSE,
G,13,01552000,NSE,0.7477114566904821
G,13,01552000,KGE,-0.21080741934678926
G,13,01552000,logNSE,0.6444252688411898
G,13,01552500,NSE,0.6506130645202846
G,13,01552500,KGE,0.4194963905518494
G,13,01552500,logNSE,0.6271005387955549
G,13,01557500,NSE,0.7212633071817356
G,13,01557500,KGE,-0.31026642509906144
G,13,01557500,logNSE,
G,13,01567500,NSE,0.7428340259364199
G,13,01567500,KGE,0.7441292772806898
G,13,01567500,logNSE,
G,13,01568000,NSE,0.7690965448142878
G,13,01568000,KGE,0.649741031263515
G,13,01568000,logNSE,
G,13,01580000,NSE,0.5735502559203276
G,13,01580000,KGE,0.48856611244709447
G,13,01580000,logNSE,
G,13,01583500,NSE,0.40729022107783497
G,13,01583500,KGE,0.4928486581403332
G,13,01583500,logNSE,
G,13,01586610,NSE,0.4412518756476953
G,13,01586610,KGE,0.5176656536590672
G,13,01586610,logNSE,
G,13,01591400,NSE,0.5490240255332148
G,13,01591400,KGE,0.6141388577804225
G,13,01591400,logNSE,
G,13,01594950,NSE,0.6876210140069314
G,13,01594950,KGE,0.027652259134463675
G,13,01594950,logNSE,0.5943348000389709
G,13,01596500,NSE,0.7172952667570504
G,13,01596500,KGE,-0.3937950511304513
G,13,01596500,logNSE,
G,13,01605500,NSE,0.5264098220885878
G,13,01605500,KGE,0.402267900413122
G,13,01605500,logNSE,
G,13,01606500,NSE,0.5912588425427789
G,13,01606500,KGE,0.6428339089487843
G,13,01606500,logNSE,
G,13,01613050,NSE,0.6709130182003025
G,13,01613050,KGE,0.7744902744047572
G,13,01613050,logNSE,
G,13,01620500,NSE,0.5564840650031697
G,13,01620500,KGE,0.29331054813561497
G,13,01620500,logNSE,
G,13,01632000,NSE,0.377674099241739
G,13,01632000,KGE,0.35007662068333556
G,13,01632000,logNSE,
G,13,01632900,NSE,0.4334341829561915
G,13,01632900,KGE,0.5225098358997586
G,13,01632900,logNSE,
G,13,01634500,NSE,0.5128639817036478
G,13,01634500,KGE,0.6851611744538181
G,13,01634500,logNSE,
G,13,01638480,NSE,0.3361336153757122
G,13,01638480,KGE,0.4182057532787885
G,13,01638480,logNSE,
G,13,01639500,NSE,0.5053417206466031
G,13,01639500,KGE,0.5534563455135983
G,13,01639500,logNSE,
G,13,01644000,NSE,0.6325309948000591
G,13,01644000,KGE,0.6588837368307364
G,13,01644000,logNSE,
G,13,01658500,NSE,0.3704044159920127
G,13,01658500,KGE,0.3984354007552904
G,13,01658500,logNSE,
G,13,01664000,NSE,0.6544233187159176
G,13,01664000,KGE,0.6834450538159429
G,13,01664000,logNSE,
G,13,01666500,NSE,0.4951358153142258
G,13,01666500,KGE,0.6895462884631003
G,13,01666500,logNSE,
G,13,01667500,NSE,0.5998460140237893
G,13,01667500,KGE,0.6633259690219175
G,13,01667500,logNSE,
G,13,01669000,NSE,0.6063249318897084
G,13,01669000,KGE,0.6383494620678616
G,13,01669000,logNSE,
G,13,01669520,NSE,0.6097569888657871
G,13,01669520,KGE,0.690597170966869
G,13,01669520,logNSE,
G,13,02011400,NSE,0.7226705980799102
G,13,02011400,KGE,0.7045590980604854
G,13,02011400,logNSE,
G,13,02011460,NSE,0.6423558267106948
G,13,02011460,KGE,0.31228303217841036
G,13,02011460,logNSE,
G,13,02013000,NSE,0.6846317332175155
G,13,02013000,KGE,0.7238925785408518
G,13,02013000,logNSE,
G,13,02014000,NSE,0.622360902233803
G,13,02014000,KGE,0.5601487856230861
G,13,02014000,logNSE,
G,13,02015700,NSE,0.6572823101340617
G,13,02015700,KGE,0.4742732618617256
G,13,02015700,logNSE,
G,13,02016000,NSE,0.7263047410373099
G,13,02016000,KGE,0.5314899283864245
G,13,02016000,logNSE,
G,13,02017500,NSE,0.6939016847730601
G,13,02017500,KGE,0.6532350101617623
G,13,02017500,logNSE,
G,13,02018000,NSE,0.7392136368966651
G,13,02018000,KGE,0.7659658238801539
G,13,02018000,logNSE,
G,13,02027000,NSE,0.449887163491721
G,13,02027000,KGE,0.3528758926995831
G,13,02027000,logNSE,
G,13,02027500,NSE,0.47526522962058027
G,13,02027500,KGE,0.3308598388419598
G,13,02027500,logNSE,
G,13,02028500,NSE,0.5114296514359431
G,13,02028500,KGE,0.5007936284437141
G,13,02028500,logNSE,
G,13,02038850,NSE,0.47959875513852945
G,13,02038850,KGE,0.5158464854681633
G,13,02038850,logNSE,
G,13,02046000,NSE,0.6476717695207361
G,13,02046000,KGE,0.6394511684613208
G,13,02046000,logNSE,
G,13,02051000,NSE,0.4393843442730462
G,13,02051000,KGE,0.414531237192696
G,13,02051000,logNSE,
G,13,02051500,NSE,0.6309715728534073
G,13,02051500,KGE,0.6904641260643959
G,13,02051500,logNSE,
G,13,02053200,NSE,0.4597048428805116
G,13,02053200,KGE,0.5536725554069595
G,13,02053200,logNSE,
G,13,02053800,NSE,0.6224475863679706
G,13,02053800,KGE,0.7298865040174823
G,13,02053800,logNSE,
G,13,02055100,NSE,0.5714351220490979
G,13,02055100,KGE,0.5607237027305494
G,13,02055100,logNSE,
G,13,02056900,NSE,0.6130683678676185
G,13,02056900,KGE,0.602925156168628
G,13,02056900,logNSE,
G,13,02059500,NSE,0.30898441975121704
G,13,02059500,KGE,0.6350515896017894
G,13,02059500,logNSE,
G,13,02064000,NSE,0.5946495745776881
G,13,02064000,KGE,0.6392000914467184
G,13,02064000,logNSE,
G,13,02065500,NSE,0.08465053670490874
G,13,02065500,KGE,0.43312090578628004
G,13,02065500,logNSE,
G,13,02069700,NSE,0.3398917955889613
G,13,02069700,KGE,0.44785571471667984
G,13,02069700,logNSE,
G,13,02070000,NSE,0.4224297755660257
G,13,02070000,KGE,0.5649474530822371
G,13,02070000,logNSE,
G,13,02074500,NSE,0.34088725067636794
G,13,02074500,KGE,0.4924845889601077
G,13,02074500,logNSE,
G,13,02077200,NSE,0.5365805618629444
G,13,02077200,KGE,0.5619188617250657
G,13,02077200,logNSE,
G,13,02081500,NSE,0.4966049805917879
G,13,02081500,KGE,0.7058552282482733
G,13,02081500,logNSE,
G,13,02082950,NSE,0.44418035250572596
G,13,02082950,KGE,0.7058496540760062
G,13,02082950,logNSE,
G,13,02096846,NSE,0.4043842558398558
G,13,02096846,KGE,0.5678426356274626
G,13,02096846,logNSE,
G,13,02111180,NSE,0.4678797730303398
G,13,02111180,KGE,-0.08178449678691457
G,13,02111180,logNSE,
G,13,02111500,NSE,0.337825261430589
G,13,02111500,KGE,0.35005801493244415
G,13,02111500,logNSE,
G,13,02112120,NSE,0.1517687327511369
G,13,02112120,KGE,0.30575952856461874
G,13,02112120,logNSE,
G,13,02112360,NSE,0.3745194275328184
G,13,02112360,KGE,0.22514636931929388
G,13,02112360,logNSE,
G,13,02118500,NSE,0.4011137982086279
G,13,02118500,KGE,0.48302816830697703
G,13,02118500,logNSE,
G,13,02125000,NSE,0.4953164444628476
G,13,02125000,KGE,0.48343801545207454
G,13,02125000,logNSE,
G,13,02128000,NSE,0.4644346258812496
G,13,02128000,KGE,0.5328402113912856
G,13,02128000,logNSE,
G,13,02137727,NSE,0.5436057676278281
G,13,02137727,KGE,-0.5924262274417353
G,13,02137727,logNSE,
G,13,02140991,NSE,0.48879390325792793
G,13,02140991,KGE,0.20847839285245295
G,13,02140991,logNSE,
G,13,02143000,NSE,0.5825603554087111
G,13,02143000,KGE,0.449088443776293
G,13,02143000,logNSE,
G,13,02143040,NSE,0.5874735798444745
G,13,02143040,KGE,0.2763452770675541
G,13,02143040,logNSE,
G,13,02149000,NSE,0.369379873794052
G,13,02149000,KGE,0.18060730477605702
G,13,02149000,logNSE,
G,13,02152100,NSE,0.4734050137005611
G,13,02152100,KGE,0.467332909311851
G,13,02152100,logNSE,
G,13,02177000,NSE,0.4668527068970245
G,13,02177000,KGE,0.3947095750607762
G,13,02177000,logNSE,0.36363570483345675
G,13,02178400,NSE,0.6275994046682541
G,13,02178400,KGE,0.5936039024654486
G,13,02178400,logNSE,0.4825849197081664
G,13,03010655,NSE,0.7275596464982936
G,13,03010655,KGE,-0.7670138063696219
G,13,03010655,logNSE,
G,13,03011800,NSE,0.6308126966193421
G,13,03011800,KGE,-0.23535622371784992
G,13,03011800,logNSE,0.6374661621555469
G,13,03015500,NSE,0.7099044449965113
G,13,03015500,KGE,0.5686445195393335
G,13,03015500,logNSE,0.6921570502828803
G,13,03021350,NSE,0.5537495057485724
G,13,03021350,KGE,0.3439346717767652
G,13,03021350,logNSE,0.620367085609181
G,13,03026500,NSE,0.6884469927780739
G,13,03026500,KGE,-1.1266679441998266
G,13,03026500,logNSE,0.6667851361799814
G,13,03028000,NSE,0.7233003503716163
G,13,03028000,KGE,0.22376639599834236
G,13,03028000,logNSE,0.6781678023969563
G,13,03049000,NSE,0.7320605400720686
G,13,03049000,KGE,0.7048269251933812
G,13,03049000,logNSE,
G,13,03049800,NSE,0.532065224461845
G,13,03049800,KGE,-0.2248469780103346
G,13,03049800,logNSE,
G,13,03050000,NSE,0.7496181431941384
G,13,03050000,KGE,0.37258140592796396
G,13,03050000,logNSE,0.6309780682222479
G,13,03066000,NSE,0.7038520371638122
G,13,03066000,KGE,0.5914502212964777
G,13,03066000,logNSE,0.6984210895864873
G,13,03069500,NSE,0.7712819636597414
G,13,03069500,KGE,0.6744949942735329
G,13,03069500,logNSE,0.7515995140189619
G,13,03070500,NSE,0.7475407844639854
G,13,03070500,KGE,0.7809847958258149
G,13,03070500,logNSE,0.7293762690029724
G,13,03076600,NSE,0.6572459708567169
G,13,03076600,KGE,0.11429589208057311
G,13,03076600,logNSE,0.7099882353940608
G,13,03078000,NSE,0.7217575902766225
G,13,03078000,KGE,0.32865615154176675
G,13,03078000,logNSE,0.6908992052207475
G,13,03140000,NSE,0.690781825831262
G,13,03140000,KGE,0.5804074820597792
G,13,03140000,logNSE,
G,13,03144000,NSE,0.6848105216532961
G,13,03144000,KGE,0.5166644638671734
G,13,03144000,logNSE,
G,13,03159540,NSE,0.7259204025654356
G,13,03159540,KGE,0.7082583591112064
G,13,03159540,logNSE,
G,13,03161000,NSE,0.5628219532491018
G,13,03161000,KGE,-18.96727261482957
G,13,03161000,logNSE,
G,13,03164000,NSE,0.5742138843751662
G,13,03164000,KGE,0.3807777310775634
G,13,03164000,logNSE,
G,13,03165000,NSE,0.6896422122583408
G,13,03165000,KGE,0.3041751362793125
G,13,03165000,logNSE,
G,13,03170000,NSE,0.7061811374201604
G,13,03170000,KGE,0.7054773373931278
G,13,03170000,logNSE,
G,13,03173000,NSE,0.5600454445094516
G,13,03173000,KGE,0.7288440500469415
G,13,03173000,logNSE,
G,13,03180500,NSE,0.7537581141648131
G,13,03180500,KGE,0.32465602807680116
G,13,03180500,logNSE,0.6794118456450744
G,13,03182500,NSE,0.726423322850027
G,13,03182500,KGE,0.02225942763035549
G,13,03182500,logNSE,
G,13,03186500,NSE,0.6997929445330673
G,13,03186500,KGE,0.563789928998911
G,13,03186500,logNSE,0.6859154845626327
G,13,03187500,NSE,0.731618533920969
G,13,03187500,KGE,0.4925964315834235
G,13,03187500,logNSE,0.6834020192069445
G,13,03213700,NSE,0.6204508007602945
G,13,03213700,KGE,0.6741444598974129
G,13,03213700,logNSE,
G,13,03237280,NSE,0.5239232368695006
G,13,03237280,KGE,0.2746611851114167
G,13,03237280,logNSE,
G,13,03237500,NSE,0.5875378745753903
G,13,03237500,KGE,0.564450573288885
G,13,03237500,logNSE,
G,13,03238500,NSE,0.6205927319645789
G,13,03238500,KGE,0.3675488333156093
G,13,03238500,logNSE,
G,13,03241500,NSE,0.7825695084831849
G,13,03241500,KGE,0.5789747042415982
G,13,03241500,logNSE,
G,13,03439000,NSE,0.6555374906398583
G,13,03439000,KGE,0.5491558676844601
G,13,03439000,logNSE,0.4301589340378179
G,13,03450000,NSE,0.5384584040660203
G,13,03450000,KGE,-2.0006193941614083
G,13,03450000,logNSE,
G,13,03455500,NSE,0.5444305114662771
G,13,03455500,KGE,0.50110039432536
G,13,03455500,logNSE,0.5696323670396569
G,13,03456500,NSE,0.5495859964911857
G,13,03456500,KGE,0.09445467406737273
G,13,03456500,logNSE,0.3673381609397418
G,13,03460000,NSE,0.6848701111136846
G,13,03460000,KGE,-1.6653992861614477
G,13,03460000,logNSE,0.4945630010237352
G,13,03463300,NSE,0.6624870470961379
G,13,03463300,KGE,0.6428943814623514
G,13,03463300,logNSE,0.6326683383872593
G,13,03471500,NSE,0.550251817979774
G,13,03471500,KGE,0.6457928421104457
G,13,03471500,logNSE,
G,13,03473000,NSE,0.6155918904683141
G,13,03473000,KGE,0.6535289817131373
G,13,03473000,logNSE,
G,13,03479000,NSE,0.5632675098173126
G,13,03479000,KGE,-0.1044261445784298
G,13,03479000,logNSE,
G,13,03488000,NSE,0.6053375388854404
G,13,03488000,KGE,0.7268609585200759
G,13,03488000,logNSE,
G,13,03498500,NSE,0.7006636718528005
G,13,03498500,KGE,0.8009017956537554
G,13,03498500,logNSE,
G,13,03500000,NSE,0.5507152232404096
G,13,03500000,KGE,0.2919977502868577
G,13,03500000,logNSE,0.4817201467793747
G,13,03500240,NSE,0.4999059169309723
G,13,03500240,KGE,-0.8378582493940201
G,13,03500240,logNSE,0.3802633261724835
G,13,03504000,NSE,0.684790924580934
G,13,03504000,KGE,0.7632520358584791
G,13,03504000,logNSE,0.5302397388200735
G,13,04105700,NSE,-0.2551293525051852
G,13,04105700,KGE,0.342470164566853
G,13,04105700,logNSE,
G,13,04115265,NSE,0.5475957561194886
G,13,04115265,KGE,0.6993418680953247
G,13,04115265,logNSE,
G,13,04122200,NSE,0.6755034859066609
G,13,04122200,KGE,0.7880336627369418
G,13,04122200,logNSE,
G,13,04185000,NSE,0.5267448488248125
G,13,04185000,KGE,0.7602290331366267
G,13,04185000,logNSE,
G,13,04196800,NSE,0.6638856384686034
G,13,04196800,KGE,0.2013075427776091
G,13,04196800,logNSE,
G,13,04197100,NSE,0.6882634314897937
G,13,04197100,KGE,0.11837022597380065
G,13,04197100,logNSE,
G,13,04197170,NSE,0.6227839982012648
G,13,04197170,KGE,0.4766140366004292
G,13,04197170,logNSE,
G,13,04213000,NSE,0.6042482724212648
G,13,04213000,KGE,0.21594923838440738
G,13,04213000,logNSE,0.48867348428218793
G,13,04213075,NSE,0.22353618076877213
G,13,04213075,KGE,-3.672897356384894
G,13,04213075,logNSE,0.29561953326710966
G,13,04216418,NSE,0.5295406909092356
G,13,04216418,KGE,-28.600586794476044
G,13,04216418,logNSE,
G,13,04221000,NSE,0.7084679147448203
G,13,04221000,KGE,0.5471757999024983
G,13,04221000,logNSE,
G,13,04224775,NSE,0.613078339023664
G,13,04224775,KGE,0.504870188220294
G,13,04224775,logNSE,
G,13,04233000,NSE,0.614414919063377
G,13,04233000,KGE,-0.0783970887453802
G,13,04233000,logNSE,
G,13,04256000,NSE,0.7464003471457737
G,13,04256000,KGE,0.4820847350192915
G,13,04256000,logNSE,0.6266687551449153
G,13,04296000,NSE,0.5953631292274022
G,13,04296000,KGE,0.1463778154237867
G,13,04296000,logNSE,0.616527153554822
G,17,01030500,NSE,0.6604600081170129
G,17,01030500,KGE,0.6728686983054433
G,17,01030500,logNSE,0.6834962797891695
G,17,01031500,NSE,0.7221125972116287
G,17,01031500,KGE,0.5929791622797527
G,17,01031500,logNSE,0.6834518843341472
G,17,01047000,NSE,0.7370231820499782
G,17,01047000,KGE,0.7302591402885557
G,17,01047000,logNSE,0.7081200587052777
G,17,01052500,NSE,0.6734802269990858
G,17,01052500,KGE,0.6814278177270274
G,17,01052500,logNSE,0.6830709471550456
G,17,01054200,NSE,0.5132051603948091
G,17,01054200,KGE,0.5012008328984567
G,17,01054200,logNSE,0.5897836286046574
G,17,01055000,NSE,0.6221254101471998
G,17,01055000,KGE,0.6194418451153858
G,17,01055000,logNSE,0.6618884015944879
G,17,01057000,NSE,0.7405781534940666
G,17,01057000,KGE,0.8103789794294638
G,17,01057000,logNSE,0.6387983571392386
G,17,01078000,NSE,0.7507455626187503
G,17,01078000,KGE,0.6660525710035219
G,17,01078000,logNSE,0.6965477014649548
G,17,01134500,NSE,0.6896376509466376
G,17,01134500,KGE,0.645088358210276
G,17,01134500,logNSE,0.6790682047208024
G,17,01137500,NSE,0.6492287520802691
G,17,01137500,KGE,0.487179941237056
G,17,01137500,logNSE,0.6661938275194479
G,17,01139000,NSE,0.7211784540808586
G,17,01139000,KGE,0.5645561802079311
G,17,01139000,logNSE,0.6086542426355601
G,17,01139800,NSE,0.6611069935542471
G,17,01139800,KGE,0.48329886499403163
G,17,01139800,logNSE,0.5143979295289715
G,17,01142500,NSE,0.6149236397552367
G,17,01142500,KGE,0.4655443783532611
G,17,01142500,logNSE,0.5648164215790601
G,17,01144000,NSE,0.7043047930139966
G,17,01144000,KGE,0.5523513126054669
G,17,01144000,logNSE,0.5921013659190677
G,17,01169000,NSE,0.567969864776658
G,17,01169000,KGE,0.2660466341308446
G,17,01169000,logNSE,0.5970102620258662
G,17,01181000,NSE,0.5365598080073999
G,17,01181000,KGE,0.35093778636927153
G,17,01181000,logNSE,0.6648243867686465
G,17,01187300,NSE,0.611821484040179
G,17,01187300,KGE,0.5892809242598458
G,17,01187300,logNSE,0.5699723558992913
G,17,01333000,NSE,0.5598077344489312
G,17,01333000,KGE,0.38263026289666535
G,17,01333000,logNSE,0.6324161221670515
G,17,01350000,NSE,0.6398487359931222
G,17,01350000,KGE,0.6681378154353308
G,17,01350000,logNSE,0.6951953049202462
G,17,01350080,NSE,0.433918296619358
G,17,01350080,KGE,-3.6229718909260455
G,17,01350080,logNSE,0.4467263002584716
G,17,01350140,NSE,0.37736205761207775
G,17,01350140,KGE,0.5473155758024693
G,17,01350140,logNSE,0.3850484672503419
G,17,01365000,NSE,0.6524233733782074
G,17,01365000,KGE,0.5547749496833118
G,17,01365000,logNSE,0.6103805015098744
G,17,01411300,NSE,-0.6764555016865104
G,17,01411300,KGE,0.031215230077666467
G,17,01411300,logNSE,
G,17,01413500,NSE,0.5661129080769757
G,17,01413500,KGE,0.5106075290698233
G,17,01413500,logNSE,0.6337745320637052
G,17,01414500,NSE,0.6111892234198562
G,17,01414500,KGE,0.6562346576634207
G,17,01414500,logNSE,0.5545718258906727
G,17,01415000,NSE,0.6423354139450252
G,17,01415000,KGE,0.712415562408373
G,17,01415000,logNSE,0.5238380681554965
G,17,01423000,NSE,0.6100330009526259
G,17,01423000,KGE,0.7184008113915988
G,17,01423000,logNSE,0.5916054536778605
G,17,01434025,NSE,0.4521663713385886
G,17,01434025,KGE,0.4600453901348781
G,17,01434025,logNSE,0.6525897945591594
G,17,01435000,NSE,0.5844691814031475
G,17,01435000,KGE,0.5287826005019172
G,17,01435000,logNSE,0.7212123385162235
G,17,01439500,NSE,0.6995185374828348
G,17,01439500,KGE,0.7975450396840336
G,17,01439500,logNSE,0.6327786366360071
G,17,01440000,NSE,0.6856165014840723
G,17,01440000,KGE,0.7216735415589384
G,17,01440000,logNSE,0.6944732621332113
G,17,01440400,NSE,0.5713753101712232
G,17,01440400,KGE,0.47767852570446334
G,17,01440400,logNSE,0.640903787059985
G,17,01451800,NSE,0.7240613220760855
G,17,01451800,KGE,0.09736689801196252
G,17,01451800,logNSE,0.589848781339113
G,17,01466500,NSE,-0.22830188267501716
G,17,01466500,KGE,0.47353311502615936
G,17,01466500,logNSE,
G,17,01484100,NSE,0.1865318561459588
G,17,01484100,KGE,0.46138469385906067
G,17,01484100,logNSE,
G,17,01485500,NSE,0.6514163655964047
G,17,01485500,KGE,0.7409855161103713
G,17,01485500,logNSE,
G,17,01487000,NSE,0.5671020753519362
G,17,01487000,KGE,0.6922739353436838
G,17,01487000,logNSE,
G,17,01491000,NSE,0.7174542692742172
G,17,01491000,KGE,0.691051498073507
G,17,01491000,logNSE,
G,17,01510000,NSE,0.6261924471984005
G,17,01510000,KGE,0.39279184649019827
G,17,01510000,logNSE,0.6004898840152131
G,17,01516500,NSE,0.49448967974255664
G,17,01516500,KGE,0.4617273539823209
G,17,01516500,logNSE,
G,17,01518862,NSE,0.5677862691848898
G,17,01518862,KGE,0.5087260799067441
G,17,01518862,logNSE,
G,17,01532000,NSE,0.6630830146595581
G,17,01532000,KGE,0.30925648416501184
G,17,01532000,logNSE,
G,17,01539000,NSE,0.5652108472854719
G,17,01539000,KGE,0.5004259825049422
G,17,01539000,logNSE,0.6709298496066549
G,17,01542810,NSE,0.6220123366015302
G,17,01542810,KGE,-5.9235657262840835
G,17,01542810,logNSE,
G,17,01543000,NSE,0.7268154005321195
G,17,01543000,KGE,0.5967579208300686
G,17,01543000,logNSE,0.6591946324433808
G,17,01543500,NSE,0.7414728301699146
G,17,01543500,KGE,-3.9035678675649956
G,17,01543500,logNSE,0.6187490837820038
G,17,01544500,NSE,0.6268426893466529
G,17,01544500,KGE,-0.1449945254776488
G,17,01544500,logNSE,
G,17,01545600,NSE,0.4866865617154559
G,17,01545600,KGE,0.24612933080215005
G,17,01545600,logNSE,
G,17,01547700,NSE,0.5849685964355615
G,17,01547700,KGE,0.5893478369906177
G,17,01547700,logNSE,
G,17,01548500,NSE,0.6830059240564026
G,17,01548500,KGE,-0.11539219955673397
G,17,01548500,logNSE,
G,17,01549500,NSE,0.5695209012053979
G,17,01549500,KGE,-1.2111206144366542
G,17,01549500,logNSE,
G,17,01550000,NSE,0.6621980146324771
G,17,01550000,KGE,-8.230846801526445
G,17,01550000,logNSE,
G,17,01552000,NSE,0.6906919634261082
G,17,01552000,KGE,-3.0138894408390637
G,17,01552000,logNSE,0.5795244305766021
G,17,01552500,NSE,0.6299758876612667
G,17,01552500,KGE,0.5771588729650288
G,17,01552500,logNSE,0.5975949484737179
G,17,01557500,NSE,0.635964174805633
G,17,01557500,KGE,0.7015944404333929
G,17,01557500,logNSE,
G,17,01567500,NSE,0.7346205312501306
G,17,01567500,KGE,0.7364139089284581
G,17,01567500,logNSE,
G,17,01568000,NSE,0.7448777844830828
G,17,01568000,KGE,0.4398576783485958
G,17,01568000,logNSE,
G,17,01580000,NSE,0.5489473041123825
G,17,01580000,KGE,0.10834739412003214
G,17,01580000,logNSE,
G,17,01583500,NSE,0.3483984026044592
G,17,01583500,KGE,0.3417474783210186
G,17,01583500,logNSE,
G,17,01586610,NSE,0.4050899754702433
G,17,01586610,KGE,0.35255006620687845
G,17,01586610,logNSE,
G,17,01591400,NSE,0.502036844104315
G,17,01591400,KGE,0.49421405542845265
G,17,01591400,logNSE,
G,17,01594950,NSE,0.6885728789815153
G,17,01594950,KGE,0.5838539630522166
G,17,01594950,logNSE,0.5541538368597247
G,17,01596500,NSE,0.7226482546362472
G,17,01596500,KGE,0.3208265867208163
G,17,01596500,logNSE,
G,17,01605500,NSE,0.5411585205999798
G,17,01605500,KGE,0.4362130274542959
G,17,01605500,logNSE,
G,17,01606500,NSE,0.5690806264398234
G,17,01606500,KGE,0.5948602093563495
G,17,01606500,logNSE,
G,17,01613050,NSE,0.6226076733676745
G,17,01613050,KGE,0.5391825144827913
G,17,01613050,logNSE,
G,17,01620500,NSE,0.5259380173580702
G,17,01620500,KGE,0.47090906536654875
G,17,01620500,logNSE,
G,17,01632000,NSE,0.397393134894644
G,17,01632000,KGE,0.38194563063490117
G,17,01632000,logNSE,
G,17,01632900,NSE,0.38220534599894285
G,17,01632900,KGE,0.4879254944729592
G,17,01632900,logNSE,
G,17,01634500,NSE,0.42808945729751224
G,17,01634500,KGE,0.5478411513837567
G,17,01634500,logNSE,
G,17,01638480,NSE,0.3009264624776309
G,17,01638480,KGE,0.31917144570947764
G,17,01638480,logNSE,
G,17,01639500,NSE,0.4502126373550842
G,17,01639500,KGE,0.35861795993009316
G,17,01639500,logNSE,
G,17,01644000,NSE,0.5583936464710637
G,17,01644000,KGE,0.5297646279322388
G,17,01644000,logNSE,
G,17,01658500,NSE,0.32528136976668365
G,17,01658500,KGE,0.33908803919556507
G,17,01658500,logNSE,
G,17,01664000,NSE,0.6169040445503857
G,17,01664000,KGE,0.5968862178531609
G,17,01664000,logNSE,
G,17,01666500,NSE,0.32472805566668106
G,17,01666500,KGE,0.5171201129501317
G,17,01666500,logNSE,
G,17,01667500,NSE,0.5241815177704776
G,17,01667500,KGE,0.6289762648263122
G,17,01667500,logNSE,
G,17,01669000,NSE,0.5393830576478313
G,17,01669000,KGE,0.5635948016372954
G,17,01669000,logNSE,
G,17,01669520,NSE,0.5069875953159844
G,17,01669520,KGE,0.6384008002870265
G,17,01669520,logNSE,
G,17,02011400,NSE,0.7135999287779381
G,17,02011400,KGE,0.6928034474275637
G,17,02011400,logNSE,
G,17,02011460,NSE,0.6232904546479849
G,17,02011460,KGE,0.5347675448210252
G,17,02011460,logNSE,
G,17,02013000,NSE,0.6246608694793144
G,17,02013000,KGE,0.6769185167285512
G,17,02013000,logNSE,
G,17,02014000,NSE,0.6111802591555666
G,17,02014000,KGE,0.5745901177978884
G,17,02014000,logNSE,
G,17,02015700,NSE,0.635233869353591
G,17,02015700,KGE,0.601540785976288
G,17,02015700,logNSE,
G,17,02016000,NSE,0.6692946125213068
G,17,02016000,KGE,0.5552380110111531
G,17,02016000,logNSE,
G,17,02017500,NSE,0.6655243617095334
G,17,02017500,KGE,0.6722827972607427
G,17,02017500,logNSE,
G,17,02018000,NSE,0.6815558244452538
G,17,02018000,KGE,0.7008942451201495
G,17,02018000,logNSE,
G,17,02027000,NSE,0.4881217961175064
G,17,02027000,KGE,0.42154975424717933
