condition,seed,basin,metric,value
L,11,01669520,NSE,0.6381848603206399
L,11,01669520,KGE,0.7712991870536315
L,11,01669520,logNSE,0.4788644719152497
L,11,02011400,NSE,0.8130766230247366
L,11,02011400,KGE,0.8279312253023695
L,11,02011400,logNSE,0.6519756822009798
L,11,02011460,NSE,0.7823574323758449
L,11,02011460,KGE,0.7967068789798695
L,11,02011460,logNSE,0.6593611006804185
L,11,02013000,NSE,0.7034700577675422
L,11,02013000,KGE,0.5852228738670633
L,11,02013000,logNSE,0.35407234558575806
L,11,02014000,NSE,0.538068241264912
L,11,02014000,KGE,0.5088795964729275
L,11,02014000,logNSE,0.5370652952840744
L,11,02015700,NSE,0.7434442477999234
L,11,02015700,KGE,0.6848912564617884
L,11,02015700,logNSE,0.6856374710044263
L,11,02016000,NSE,0.7822661501247499
L,11,02016000,KGE,0.746897426202616
L,11,02016000,logNSE,0.6921881386768987
L,11,02017500,NSE,0.715563020567662
L,11,02017500,KGE,0.7467285963778418
L,11,02017500,logNSE,0.5520586370145684
L,11,02018000,NSE,0.6988668865801477
L,11,02018000,KGE,0.7665513691649445
L,11,02018000,logNSE,0.5704696990942937
L,11,02027000,NSE,0.5769633098224167
L,11,02027000,KGE,0.5531757234384329
L,11,02027000,logNSE,0.6139992478226421
L,11,02027500,NSE,0.4268381682636966
L,11,02027500,KGE,0.506536571206209
L,11,02027500,logNSE,0.6587122602610744
L,11,02028500,NSE,0.49565472328719107
L,11,02028500,KGE,0.5476128109590457
L,11,02028500,logNSE,0.4107122630811433
L,11,02038850,NSE,0.5319149769374925
L,11,02038850,KGE,0.4995947478709283
L,11,02038850,logNSE,0.04068869968624389
L,11,02046000,NSE,0.6142102507629642
L,11,02046000,KGE,0.57291657485262
L,11,02046000,logNSE,0.45894923886116656
L,11,02051000,NSE,0.3967139391537662
L,11,02051000,KGE,0.31865870508502725
L,11,02051000,logNSE,0.23291353820567806
L,11,02051500,NSE,0.6281567890400848
L,11,02051500,KGE,0.5922132948196273
L,11,02051500,logNSE,0.2930325730666633
L,11,02053200,NSE,0.5717467088804111
L,11,02053200,KGE,0.6212713953621565
L,11,02053200,logNSE,0.1316020703562768
L,11,02053800,NSE,0.3832098051243671
L,11,02053800,KGE,0.5264187309216057
L,11,02053800,logNSE,0.2392038497157688
L,11,02055100,NSE,0.6206883352096275
L,11,02055100,KGE,0.5224848269017844
L,11,02055100,logNSE,0.2368768586020844
L,11,02056900,NSE,0.5050824685534674
L,11,02056900,KGE,0.4202355102850981
L,11,02056900,logNSE,0.3233580644127556
L,11,02059500,NSE,0.1109996097405892
L,11,02059500,KGE,0.4742750923330846
L,11,02059500,logNSE,0.05141303519866769
L,11,02064000,NSE,0.6005723883864633
L,11,02064000,KGE,0.5785053865030978
L,11,02064000,logNSE,0.25406153972430745
L,11,02065500,NSE,0.0660466464903644
L,11,02065500,KGE,0.3684455919454305
L,11,02065500,logNSE,0.04905290230474102
L,11,02069700,NSE,0.48749318734100455
L,11,02069700,KGE,0.6282817166118884
L,11,02069700,logNSE,0.30415040299923635
L,11,02070000,NSE,0.48898645033209165
L,11,02070000,KGE,0.5350977260863565
L,11,02070000,logNSE,0.4316936723552799
L,11,02074500,NSE,0.40994005284375445
L,11,02074500,KGE,0.41710914602972693
L,11,02074500,logNSE,0.39109709550419214
L,11,02077200,NSE,0.5868661233496729
L,11,02077200,KGE,0.6140221995385724
L,11,02077200,logNSE,0.2908451504502024
L,11,02081500,NSE,0.6330599358166678
L,11,02081500,KGE,0.6338043835650033
L,11,02081500,logNSE,0.052376096222271795
L,11,02082950,NSE,0.49666041477303935
L,11,02082950,KGE,0.5988338103374422
L,11,02082950,logNSE,0.17103711570175795
L,11,02096846,NSE,0.40887102839139766
L,11,02096846,KGE,0.13398494215594448
L,11,02096846,logNSE,-0.35706159119921566
L,11,02111180,NSE,0.494414486286487
L,11,02111180,KGE,0.6565658444162111
L,11,02111180,logNSE,0.33565703810965897
L,11,02111500,NSE,0.4604900444714445
L,11,02111500,KGE,0.5594343865809894
L,11,02111500,logNSE,0.22516852305762136
L,11,02112120,NSE,0.15647282475649893
L,11,02112120,KGE,0.44545977212327903
L,11,02112120,logNSE,-0.03017244349581305
L,11,02112360,NSE,0.4556844832476179
L,11,02112360,KGE,0.5767511727226242
L,11,02112360,logNSE,0.13944705363241439
L,11,02118500,NSE,0.4363213810794119
L,11,02118500,KGE,0.4246822179085834
L,11,02118500,logNSE,0.14061493207582276
L,11,02125000,NSE,0.6149556958335987
L,11,02125000,KGE,0.21190359168154504
L,11,02125000,logNSE,-0.3288381517023957
L,11,02128000,NSE,0.4149273890498185
L,11,02128000,KGE,0.4320390668892725
L,11,02128000,logNSE,0.09811563707218085
L,11,02137727,NSE,0.5508722924562268
L,11,02137727,KGE,0.6627230571452386
L,11,02137727,logNSE,0.48750293397896927
L,11,02140991,NSE,0.5336040193943203
L,11,02140991,KGE,0.7051740574637443
L,11,02140991,logNSE,0.5392068023488854
L,11,02143000,NSE,0.65294759631668
L,11,02143000,KGE,0.632868888154634
L,11,02143000,logNSE,0.37506068978796214
L,11,02143040,NSE,0.5382089543255814
L,11,02143040,KGE,0.5470455090480155
L,11,02143040,logNSE,0.40458627871153585
L,11,02149000,NSE,0.41035657828822136
L,11,02149000,KGE,0.3921461807101877
L,11,02149000,logNSE,0.28909389264687324
L,11,02152100,NSE,0.4283395975891031
L,11,02152100,KGE,0.3984702817985436
L,11,02152100,logNSE,0.2635902804309366
L,11,02177000,NSE,0.515815854574744
L,11,02177000,KGE,0.5700160640102152
L,11,02177000,logNSE,0.5192777308069358
L,11,02178400,NSE,0.6164181396559678
L,11,02178400,KGE,0.6555589248817701
L,11,02178400,logNSE,0.5823431922253213
L,11,03010655,NSE,0.8172828019232544
L,11,03010655,KGE,0.7761144447191825
L,11,03010655,logNSE,0.7694638553687689
L,11,03011800,NSE,0.6941457950520888
L,11,03011800,KGE,0.5890597704274675
L,11,03011800,logNSE,0.8016231210812782
L,11,03015500,NSE,0.8157531791337932
L,11,03015500,KGE,0.8228637794371471
L,11,03015500,logNSE,0.8634736566911663
L,11,03021350,NSE,0.6436689672952872
L,11,03021350,KGE,0.7059926584413859
L,11,03021350,logNSE,0.8018896158574625
L,11,03026500,NSE,0.730964834352143
L,11,03026500,KGE,0.693008075943723
L,11,03026500,logNSE,0.6820440205855651
L,11,03028000,NSE,0.7941023079801022
L,11,03028000,KGE,0.7503446331191362
L,11,03028000,logNSE,0.7512482579286672
L,11,03049000,NSE,0.735339602542484
L,11,03049000,KGE,0.8094626756281526
L,11,03049000,logNSE,0.6569621709270387
L,11,03049800,NSE,0.44654310160531063
